,title,brand,description,price/currency,price/value,stars,reviewsCount,text,tokens,sentiment_score,Sentiments_labels,stars_category
330,"AKIT Compatible with MacBook Air 13 Inch Case 2022 2021 2020 2019 2018 Release M1 A2337 A2179 A1932, [Ultra Thin] [Same as Bare] Hard Shell Case + Screen Protector + Keyboard Cover, Matte Clear",AKIT,,$,14.97,4.4,288.0,"AKIT Compatible with MacBook Air 13 Inch Case 2022 2021 2020 2019 2018 Release M1 A2337 A2179 A1932, [Ultra Thin] [Same as Bare] Hard Shell Case + Screen Protector + Keyboard Cover, Matte Clear ","['13', 'cover', 'clear', '2020', '2021', 'air', 'ultra', 'macbook', 'a2337', '2019', 'akit', 'inch', '2022', 'shell', 'bare', 'a2179', 'hard', 'screen', 'compatible', 'protector', 'keyboard', 'release', 'thin', 'a1932', 'm1', 'matte', 'case', '2018']",-0.13541666666666669,Negative,High Review
331,"CASETiFY Bounce MacBook Air 15"" (2023) Case [Enhanced Protective Corner Design/Ventilation Cutouts/Anti-Slip Grip] - Keep Growing by Laura Jane Illustrations - Clear Black",CASETiFY,"Rugged Protection At All Angles Superior protection for your MacBook with our hardshell case featuring impact-resistant EcoShock corners that protect the device from bumps at all angles. Precise design for access to ports, lights, and buttons with a fully ventilated design to disburse heat. Choose from various prints to find a style that fits your vibe, or personalize your MacBook case by adding your name or a monogram for a truly custom experience. Precise Design for Maximum Functionality Precise design for access to ports, lights, and buttons with a fully ventilated design to disperse heat. The anti-slip grips prevent slipping and sliding, keeping your MacBook secure. Only The Best For You Snaps on and off easily. Never worry about minor scrapes, thanks to the scratch-resistant surface made from durable, quality materials.",$,88.0,4.5,12.0,"CASETiFY Bounce MacBook Air 15"" (2023) Case [Enhanced Protective Corner Design/Ventilation Cutouts/Anti-Slip Grip] - Keep Growing by Laura Jane Illustrations - Clear Black Rugged Protection At All Angles Superior protection for your MacBook with our hardshell case featuring impact-resistant EcoShock corners that protect the device from bumps at all angles. Precise design for access to ports, lights, and buttons with a fully ventilated design to disburse heat. Choose from various prints to find a style that fits your vibe, or personalize your MacBook case by adding your name or a monogram for a truly custom experience. Precise Design for Maximum Functionality Precise design for access to ports, lights, and buttons with a fully ventilated design to disperse heat. The anti-slip grips prevent slipping and sliding, keeping your MacBook secure. Only The Best For You Snaps on and off easily. Never worry about minor scrapes, thanks to the scratch-resistant surface made from durable, quality materials.","['2023', 'hardshell', 'name', 'fit', 'sliding', 'keeping', 'monogram', 'prevent', 'snap', 'never', 'ecoshock', 'access', 'superior', 'ventilated', 'design/ventilation', 'protect', 'case', 'growing', 'keep', 'button', 'maximum', 'jane', 'easily', 'experience', 'device', 'bump', ""''"", 'air', 'style', 'truly', 'functionality', 'worry', 'minor', 'impact-resistant', 'anti-slip', 'black', 'design', 'cutouts/anti-slip', 'rugged', 'made', 'heat', 'enhanced', 'disperse', 'find', 'various', 'protection', 'laura', 'angle', 'vibe', 'slipping', 'macbook', 'illustration', 'custom', 'material', 'protective', 'choose', 'adding', 'quality', '15', 'secure', 'light', 'clear', 'surface', 'corner', 'best', 'scrape', 'grip', 'precise', 'casetify', 'scratch-resistant', 'fully', 'disburse', 'thanks', 'durable', 'print', 'personalize', 'featuring', 'bounce', 'port']",0.2858974358974359,Positive,High Review
332,"YINOVEEN Tempered Glass Screen Protector For 2023 2022 Lenovo Yoga 7 16 Inch, Lenovo Yoga 7i 16 Inch 2-in-1 16:10 Aspect Ratio Touch Screen Laptop, 9H, Tempered Glass Screen Film Guard",YINOVEEN,"YINOVEEN Tempered Glass Screen Protector For 2023 2022 Lenovo Yoga 7 16 Inch, Lenovo Yoga 7i 16 Inch 2-in-1 16:10 Aspect Ratio Touch Screen Laptop, 9H, Tempered Glass Screen Film Guard",$,17.99,4.4399999999999995,2287.2,"YINOVEEN Tempered Glass Screen Protector For 2023 2022 Lenovo Yoga 7 16 Inch, Lenovo Yoga 7i 16 Inch 2-in-1 16:10 Aspect Ratio Touch Screen Laptop, 9H, Tempered Glass Screen Film Guard YINOVEEN Tempered Glass Screen Protector For 2023 2022 Lenovo Yoga 7 16 Inch, Lenovo Yoga 7i 16 Inch 2-in-1 16:10 Aspect Ratio Touch Screen Laptop, 9H, Tempered Glass Screen Film Guard","['aspect', 'tempered', '2023', '16', 'yinoveen', 'film', 'ratio', 'guard', '9h', 'touch', 'glass', 'inch', '2-in-1', '2022', 'protector', 'screen', 'lenovo', '7i', '7', 'laptop', 'yoga', '16:10']",0.0,Neutral,High Review
333,"firstsweet 2Pcs Basketball Sports Star Backpack Sets, Lightweight Laptop Bag with Lunch Bag, 17in Double Shoulder Backpack",firstsweet,"The combination design of the simple portable backpack and the lunch box allows you to carry a fashionable backpack with you, and the lightweight basketball sports star backpack sets allow you to spend a happy day.    Highlights:  Backpack  - Premium Oxford cloth, durable, smooth zipper, easy to open and close.  -Breathable back panel and padded ergonomic design keep your back cool while reducing the pressure on your back.  -Adjustable shoulder strap with pad, you can adjust the length at will and feel comfortable.  -Large capacity, multiple pockets, can hold most of your daily equipment and office supplies.  - Bright colors, and unique creative pattern designs, make you stand out from the crowd.  Lunch Bag  - Insulation keeps your food hot or cold for hours so you can eat it fresh.  -The lunch bag has tight seams and can bear a lot of weight, suitable for long-term use.  - The lunch bag is lightweight, easy to carry, easy to store, comfortable to hold, detachable adjustable shoulder strap, adjustable length to fit most people's shoulders, unisex, and suitable for everyone.  -The lunch bag has three ways of carrying: hand, shoulder, cross body;  Package includes: 1 backpack + 1 lunch bag.   Note: -- - Please allow for errors due to manual measurement. -- Since different computers display colors differently, the color of the actual item may be slightly different from the picture above. The final color is subject to the actual object, please understand.",$,38.99,4.720000000000001,8719.8,"firstsweet 2Pcs Basketball Sports Star Backpack Sets, Lightweight Laptop Bag with Lunch Bag, 17in Double Shoulder Backpack The combination design of the simple portable backpack and the lunch box allows you to carry a fashionable backpack with you, and the lightweight basketball sports star backpack sets allow you to spend a happy day.    Highlights:  Backpack  - Premium Oxford cloth, durable, smooth zipper, easy to open and close.  -Breathable back panel and padded ergonomic design keep your back cool while reducing the pressure on your back.  -Adjustable shoulder strap with pad, you can adjust the length at will and feel comfortable.  -Large capacity, multiple pockets, can hold most of your daily equipment and office supplies.  - Bright colors, and unique creative pattern designs, make you stand out from the crowd.  Lunch Bag  - Insulation keeps your food hot or cold for hours so you can eat it fresh.  -The lunch bag has tight seams and can bear a lot of weight, suitable for long-term use.  - The lunch bag is lightweight, easy to carry, easy to store, comfortable to hold, detachable adjustable shoulder strap, adjustable length to fit most people's shoulders, unisex, and suitable for everyone.  -The lunch bag has three ways of carrying: hand, shoulder, cross body;  Package includes: 1 backpack + 1 lunch bag.   Note: -- - Please allow for errors due to manual measurement. -- Since different computers display colors differently, the color of the actual item may be slightly different from the picture above. The final color is subject to the actual object, please understand.","['everyone', 'please', 'fresh', 'easy', 'long-term', 'fit', 'item', 'highlight', 'sport', 'zipper', 'lunch', 'manual', 'suitable', 'slightly', 'may', 'cloth', '--', 'bag', 'star', 'office', 'body', 'package', 'bear', 'final', 'weight', 'note', 'cold', '-breathable', 'way', 'keep', 'hot', 'picture', 'due', 'day', 'color', 'pocket', 'daily', 'design', 'allow', 'hour', 'box', 'lot', '-the', 'reducing', '17in', 'creative', 'combination', 'basketball', 'double', '1', 'back', 'portable', 'hand', 'padded', 'measurement', 'includes', 'display', 'object', ""'s"", 'understand', 'simple', 'carry', 'firstsweet', 'ergonomic', '-adjustable', 'error', 'cool', 'people', 'shoulder', 'capacity', 'fashionable', 'tight', 'close', 'different', 'stand', 'set', 'store', 'lightweight', 'detachable', 'since', 'strap', '-large', 'insulation', 'differently', 'actual', 'spend', 'use', 'subject', 'happy', 'panel', 'three', 'pattern', 'multiple', '2pcs', 'pressure', 'unisex', 'smooth', 'open', 'cross', 'feel', 'premium', 'oxford', 'supply', 'carrying', 'unique', 'pad', 'length', 'laptop', 'food', 'adjustable', 'bright', 'eat', 'hold', 'durable', 'make', 'allows', 'adjust', 'backpack', 'equipment', 'crowd', 'seam', 'comfortable', 'computer']",0.1584183673469388,Positive,High Review
334,"mCover Case Compatible ONLY for 2023-2024 13.3"" Lenovo ThinkPad L13 / L13 Yoga Gen 3 / Gen 4 Windows Notebook Computers (NOT Fitting Any Other Lenovo Models) - Purple",mCover,"iPearl mCover Collection for Mac | PC | Chromebook Laptops    Product Highlights:  + Designed to fit the 13.3-inch Lenovo ThinkPad L13 G3 / G4 ( without 360-degree hinge, Gen 3 & Gen 4 ) / L13 Yoga G3 / G4 (with 360-degree hinge, Gen 3 & Gen 4 ) Windows Notebook Computers  like a glove to protect it against scratches and accidental damages  + Compatible ONLY with the new 13.3-inch Lenovo ThinkPad L13 G3 / G4 (without 360-degree hinge, Gen 3 & Gen 4 ) / L13 Yoga G3 / G4 (with 360-degree hinge, Gen 3 & Gen 4 ) models with Dimensions (Width x Length x Height) of 12.0 x 8.58 x 0.68 inch or 305 x 218 x 17.3 mm   + Available in 9 vibrant colors    This case is ONLY compatible with the 2023 / 2024 Lenovo ThinkPad L13 Gen 3 / 4 (without 360-degree hinge, 3rd Gen & 4th Gen., Part# 21B3 / 21B4 / 21B9 / 21BA / 21FG / 21FH / 21FN / 21FQ ) and L13 Yoga Gen 3 / 4 (with 360-degree hinge,1st Gen & 2nd Gen., Part# 21B5 / 21B6 / 21BB / 21BC / 21FJ / 21FK / 21FR / 21FS ).   This case is NOT compatible with other Lenovo ThinkPad models  This case is NOT compatible with any other Lenovo / non-Lenovo laptops..   For dimensions of your 2023 - 2024 13.3-inch Lenovo ThinkPad L13 / L13 Yoga Gen 3 & Gen 4 laptop, please go to Lenovo's website:  https://psref.lenovo.com/Product/ThinkPad/ThinkPad_L13_Yoga_Gen_4_Intel https://psref.lenovo.com/Product/ThinkPad/ThinkPad_L13_Gen_3_AMD  iPearl Inc is proud of being an ""A+""-Rating BBB Accredited Business with 160,000+ reviews and 99%+ positive feedbacks.  iPearl offers protective cases for ALL Current MacBook | Chromebook models and selected popular PC laptops, protecting 5,600,000+ Mac | PC | Chromebook laptops and iPads | Kindles | Nooks  around the world.  (Updated on 12/28/2023)",$,23.95,4.720000000000001,30.2,"mCover Case Compatible ONLY for 2023-2024 13.3"" Lenovo ThinkPad L13 / L13 Yoga Gen 3 / Gen 4 Windows Notebook Computers (NOT Fitting Any Other Lenovo Models) - Purple iPearl mCover Collection for Mac | PC | Chromebook Laptops    Product Highlights:  + Designed to fit the 13.3-inch Lenovo ThinkPad L13 G3 / G4 ( without 360-degree hinge, Gen 3 & Gen 4 ) / L13 Yoga G3 / G4 (with 360-degree hinge, Gen 3 & Gen 4 ) Windows Notebook Computers  like a glove to protect it against scratches and accidental damages  + Compatible ONLY with the new 13.3-inch Lenovo ThinkPad L13 G3 / G4 (without 360-degree hinge, Gen 3 & Gen 4 ) / L13 Yoga G3 / G4 (with 360-degree hinge, Gen 3 & Gen 4 ) models with Dimensions (Width x Length x Height) of 12.0 x 8.58 x 0.68 inch or 305 x 218 x 17.3 mm   + Available in 9 vibrant colors    This case is ONLY compatible with the 2023 / 2024 Lenovo ThinkPad L13 Gen 3 / 4 (without 360-degree hinge, 3rd Gen & 4th Gen., Part# 21B3 / 21B4 / 21B9 / 21BA / 21FG / 21FH / 21FN / 21FQ ) and L13 Yoga Gen 3 / 4 (with 360-degree hinge,1st Gen & 2nd Gen., Part# 21B5 / 21B6 / 21BB / 21BC / 21FJ / 21FK / 21FR / 21FS ).   This case is NOT compatible with other Lenovo ThinkPad models  This case is NOT compatible with any other Lenovo / non-Lenovo laptops..   For dimensions of your 2023 - 2024 13.3-inch Lenovo ThinkPad L13 / L13 Yoga Gen 3 & Gen 4 laptop, please go to Lenovo's website:  https://psref.lenovo.com/Product/ThinkPad/ThinkPad_L13_Yoga_Gen_4_Intel https://psref.lenovo.com/Product/ThinkPad/ThinkPad_L13_Gen_3_AMD  iPearl Inc is proud of being an ""A+""-Rating BBB Accredited Business with 160,000+ reviews and 99%+ positive feedbacks.  iPearl offers protective cases for ALL Current MacBook | Chromebook models and selected popular PC laptops, protecting 5,600,000+ Mac | PC | Chromebook laptops and iPads | Kindles | Nooks  around the world.  (Updated on 12/28/2023)","['//psref.lenovo.com/product/thinkpad/thinkpad_l13_gen_3_amd', '2023', 'g4', 'please', 'updated', '21fn', 'fit', 'notebook', 'highlight', '//psref.lenovo.com/product/thinkpad/thinkpad_l13_yoga_gen_4_intel', '21fq', 'damage', '2nd', 'bbb', 'glove', 'inch', '360-degree', '21fk', '13.3', 'business', 'a+', 'mcover', 'window', 'new', 'scratch', '4th', '3', '12/28/2023', 'yoga', 'offer', 'protect', 'case', '21b4', '21ba', '21b3', '21fg', '21fr', 'http', 'mm', 'width', 'hinge', ""''"", 'thinkpad', 'color', 'review', 'product', 'gen', 'dimension', 'feedback', '-rating', '99', 'go', 'website', '21b9', '21bb', 'compatible', 'current', 'selected', '17.3', '21fs', '305', 'height', '2024', '218', '8.58', 'ipearl', 'around', 'collection', 'x', 'part', 'purple', '0.68', 'nook', 'non-lenovo', 'kindles', 'pc', 'hinge,1st', 'g3', ""'s"", 'accredited', 'macbook', '2023-2024', 'ipads', '12.0', '..', 'gen.', '3rd', 'protective', 'mac', 'positive', 'l13', '21b5', '``', '5,600,000+', 'like', '21bc', 'popular', 'protecting', 'accidental', 'vibrant', 'proud', 'without', 'fitting', 'inc', 'chromebook', 'model', '13.3-inch', '21fh', '21b6', 'lenovo', 'length', 'laptop', 'world', '4', '160,000+', 'designed', 'available', '21fj', '9', 'computer']",0.29366391184573004,Positive,High Review
335,"UGREEN Revodok Max 208 Thunderbolt 4 Dock, 8-in-1 40Gbps Docking Station with 3 Thunderbolt 4, Dual 4K@60Hz or Single 8K Display, 85W Charging for Laptop, Gigabit Ethernet for MacBook Windows PC",UGREEN,,$,279.99,4.58,975.8,"UGREEN Revodok Max 208 Thunderbolt 4 Dock, 8-in-1 40Gbps Docking Station with 3 Thunderbolt 4, Dual 4K@60Hz or Single 8K Display, 85W Charging for Laptop, Gigabit Ethernet for MacBook Windows PC ","['dual', 'docking', 'ugreen', 'display', 'revodok', 'pc', 'max', 'macbook', 'dock', '60hz', '85w', '40gbps', 'laptop', '4k', 'station', 'window', '4', '208', '8-in-1', '3', '8k', 'single', 'gigabit', 'thunderbolt', 'charging', 'ethernet']",-0.07142857142857142,Negative,High Review
336,"VGCUB Large Travel Backpack for Women Men Airline Approved,Waterproof Laptop Carry on Backpack,Gym Hiking Backpack, Personal Item Size College Work Backpack Casual Daypack Rucksack Expandable,Black",VGCUB,Backpack,$,46.99,4.7,40.0,"VGCUB Large Travel Backpack for Women Men Airline Approved,Waterproof Laptop Carry on Backpack,Gym Hiking Backpack, Personal Item Size College Work Backpack Casual Daypack Rucksack Expandable,Black Backpack","['woman', 'work', 'size', 'item', 'daypack', 'waterproof', 'hiking', 'expandable', 'carry', 'personal', 'airline', 'casual', 'approved', 'black', 'vgcub', 'laptop', 'college', 'travel', 'gym', 'large', 'backpack', 'rucksack', 'men']",-0.11309523809523811,Negative,High Review
337,"ZOEAGG Removable Privacy Screen for Surface Laptop Go 12.4 inch,Reusable/Easy Installation/Anti-Spy/Anti-Glare/Anti Blue Light,Microsoft Surface Laptop Go 12.4 inch(Go 3/2/1) Privacy Screen Protector",ZOEGAA,,$,35.99,4.4399999999999995,108.2,"ZOEAGG Removable Privacy Screen for Surface Laptop Go 12.4 inch,Reusable/Easy Installation/Anti-Spy/Anti-Glare/Anti Blue Light,Microsoft Surface Laptop Go 12.4 inch(Go 3/2/1) Privacy Screen Protector ","['light', 'screen', 'zoeagg', 'protector', 'surface', 'reusable/easy', '3/2/1', 'blue', 'laptop', '12.4', 'installation/anti-spy/anti-glare/anti', 'privacy', 'removable', 'microsoft', 'inch', 'go']",0.2,Positive,High Review
338,65W Surface Pro Charger for Surface Pro 9 8 3 7 6 5 4 X Compatible with Microsoft Surface Laptop 1 2 3 Surface Go Go 2 Go 3 Surface Book 1 2 Surface Charger Power Supply Adapter,HOUTQPLE,,$,13.99,4.5,32.0,65W Surface Pro Charger for Surface Pro 9 8 3 7 6 5 4 X Compatible with Microsoft Surface Laptop 1 2 3 Surface Go Go 2 Go 3 Surface Book 1 2 Surface Charger Power Supply Adapter ,"['x', '5', 'surface', 'book', '8', 'power', 'charger', 'supply', 'go', 'compatible', '7', 'laptop', 'microsoft', 'adapter', '4', '6', '3', '65w', '9', 'pro', '2', '1']",0.0,Neutral,High Review
339,"ORI LONDON Rolltop Backpack for Men & Women - Medium Nylon Travel Backpack with Multiple Pockets for Laptop, Phone, Keys, Wallet, Bottles - The Canfield, Burnt Blue Backpack, 16.5x11.8x4.7",ORI LONDON,,$,99.95,4.499999999999999,1718.8,"ORI LONDON Rolltop Backpack for Men & Women - Medium Nylon Travel Backpack with Multiple Pockets for Laptop, Phone, Keys, Wallet, Bottles - The Canfield, Burnt Blue Backpack, 16.5x11.8x4.7 ","['16.5x11.8x4.7', 'key', 'woman', 'wallet', 'multiple', 'medium', 'nylon', 'bottle', 'pocket', 'canfield', 'laptop', 'london', 'rolltop', 'travel', 'backpack', 'burnt', 'ori', 'phone', 'men', 'blue']",0.0,Neutral,High Review
340,"100pcs Pig Stickers for Kids, Cute Stickers for Water Bottles, Vinyl Waterproof Stickers for Laptop Skateboard Bike Phone Guitar Luggage for Kids Teens (100Pcs Pig)",COMACE,"100pcs Pig Stickers For Kids, Cute Stickers For Water Bottles, Vinyl Waterproof Stickers For Laptop Skateboard Bike Phone Guitar Luggage For Kids Teens- Cute animal sticker pack,water bottle sticker pack has 100 unique stickers, all of which are beautifully designed, high quality, waterproof and sunscreen, and reusable, tear-off without trace.- The applicable range of stickers is very wide. It can be used to decorate laptops, computers, water bottles, water bottles, water bottles, mirrors, notebooks, diaries, suitcases, skateboards, snowboards, bicycles, cars and anything you want to decorate.- water bottle stickers for kids are ideal gifts for kids, teens, girls and adults. In specific festivals, birthday gifts, Valentine's Day gifts, Halloween gifts, Children's Day gifts, etc.Name: waterproof water bottle stickers, kids vinyl stickers, water bottle decals, cool stickers for kids, random stickers for adults, assorted stickers for kids, car vinyl stickers, inspirational stickers for kids, teen stickers for water bottles, stickers for high school students, Famyli Stickers...",$,8.99,3.4,54.0,"100pcs Pig Stickers for Kids, Cute Stickers for Water Bottles, Vinyl Waterproof Stickers for Laptop Skateboard Bike Phone Guitar Luggage for Kids Teens (100Pcs Pig) 100pcs Pig Stickers For Kids, Cute Stickers For Water Bottles, Vinyl Waterproof Stickers For Laptop Skateboard Bike Phone Guitar Luggage For Kids Teens- Cute animal sticker pack,water bottle sticker pack has 100 unique stickers, all of which are beautifully designed, high quality, waterproof and sunscreen, and reusable, tear-off without trace.- The applicable range of stickers is very wide. It can be used to decorate laptops, computers, water bottles, water bottles, water bottles, mirrors, notebooks, diaries, suitcases, skateboards, snowboards, bicycles, cars and anything you want to decorate.- water bottle stickers for kids are ideal gifts for kids, teens, girls and adults. In specific festivals, birthday gifts, Valentine's Day gifts, Halloween gifts, Children's Day gifts, etc.Name: waterproof water bottle stickers, kids vinyl stickers, water bottle decals, cool stickers for kids, random stickers for adults, assorted stickers for kids, car vinyl stickers, inspirational stickers for kids, teen stickers for water bottles, stickers for high school students, Famyli Stickers...","['high', 'snowboard', 'water', '...', 'want', 'halloween', 'applicable', 'decorate.-', 'valentine', 'without', 'trace.-', 'random', 'bike', 'teens-', 'notebook', 'wide', 'bicycle', 'decal', 'day', 'pack', 'waterproof', 'kid', 'range', 'teen', 'diary', 'car', 'animal', ""'s"", '100pcs', 'child', 'inspirational', 'specific', 'student', 'sunscreen', '100', 'gift', 'guitar', 'bottle', 'cute', 'adult', 'unique', 'mirror', 'birthday', 'cool', 'laptop', 'ideal', 'vinyl', 'anything', 'luggage', 'used', 'quality', 'decorate', 'famyli', 'beautifully', 'assorted', 'sticker', 'festival', 'designed', 'pig', 'skateboard', 'tear-off', 'girl', 'school', 'etc.name', 'reusable', 'suitcase', 'phone', 'computer']",0.26125000000000004,Positive,Average Review
341,"GYakeog Business Backpack for Men,Laptop Backpack with USB Charger,Waterproof Durable Daypack Weekender Backpack Laptop Bag for Men",GYakeog,,$,38.99,4.720000000000001,8719.8,"GYakeog Business Backpack for Men,Laptop Backpack with USB Charger,Waterproof Durable Daypack Weekender Backpack Laptop Bag for Men ","['durable', 'gyakeog', 'business', 'laptop', 'backpack', 'weekender', 'waterproof', 'usb', 'bag', 'daypack', 'charger', 'men']",0.0,Neutral,High Review
342,Espacio FN04 FN04041 Laptop Battery Replacement for Hp ProBook 5330m(QK648AA) 5330m(LW989PA) 5330m(QG644PA) Series HSTNN-DB0H QG644PA QK648AA 635146-001 41Wh/2800mAh,Espacio,,$,38.34170212765957,4.53050193050193,942.0540540540541,Espacio FN04 FN04041 Laptop Battery Replacement for Hp ProBook 5330m(QK648AA) 5330m(LW989PA) 5330m(QG644PA) Series HSTNN-DB0H QG644PA QK648AA 635146-001 41Wh/2800mAh ,"['series', 'hstnn-db0h', 'replacement', '635146-001', 'laptop', 'battery', 'probook', 'fn04041', 'qk648aa', 'lw989pa', '5330m', 'qg644pa', '41wh/2800mah', 'fn04', 'espacio', 'hp']",0.0,Neutral,High Review
343,"LOVEVOOK Laptop Backpack Purse for Women, 15.6 Inch Travel Laptop Bag with USB Port, Durable Work Computer Backpack, Water Proof College Casual Daypack",LOVEVOOK,,$,38.99,4.8,13.0,"LOVEVOOK Laptop Backpack Purse for Women, 15.6 Inch Travel Laptop Bag with USB Port, Durable Work Computer Backpack, Water Proof College Casual Daypack ","['proof', 'water', 'woman', 'work', 'port', 'daypack', 'bag', 'usb', 'inch', 'casual', '15.6', 'laptop', 'purse', 'college', 'travel', 'durable', 'backpack', 'lovevook', 'computer']",-0.5000000000000001,Negative,High Review
344,Colorado Stickers 51Pcs Love Co State Flag Trendy Waterproof Vinyl Decors for Water Bottle Laptop Notebook Luggage Phone Suitcase Cars Bumper for Teenagers,Generic,"Colorado Stickers 51pcsDiverse Colorado Style PatternsWaterproof VinylStrong Viscos ForceVariety of patterns to meet your needs,can stick on a variety of things, such as books, computers, guitars, etc.Create a diverse and colorful life for yourself.",$,6.99,4.74,80.0,"Colorado Stickers 51Pcs Love Co State Flag Trendy Waterproof Vinyl Decors for Water Bottle Laptop Notebook Luggage Phone Suitcase Cars Bumper for Teenagers Colorado Stickers 51pcsDiverse Colorado Style PatternsWaterproof VinylStrong Viscos ForceVariety of patterns to meet your needs,can stick on a variety of things, such as books, computers, guitars, etc.Create a diverse and colorful life for yourself.","['water', 'need', 'life', 'book', '51pcsdiverse', 'etc.create', 'pattern', 'decor', 'notebook', 'stick', 'love', 'vinylstrong', 'waterproof', 'style', 'car', 'teenager', 'patternswaterproof', 'bumper', 'viscos', 'bottle', 'guitar', 'diverse', 'meet', 'flag', 'laptop', 'vinyl', '51pcs', 'luggage', 'colorful', 'thing', 'colorado', 'sticker', 'variety', 'co', 'state', 'trendy', 'computer', 'suitcase', 'phone', 'forcevariety']",0.4666666666666666,Positive,High Review
345,"LUNLOPIK lulusnie Canvas Laptop Backpack, Vintage Daypack for Men Women, Black Travel Rucksack Backpack College Computer Bag Fits 15.6 Inch Laptop,Black",LUNLOPIK,Laptop Backpack,$,30.99,4.7,88.2,"LUNLOPIK lulusnie Canvas Laptop Backpack, Vintage Daypack for Men Women, Black Travel Rucksack Backpack College Computer Bag Fits 15.6 Inch Laptop,Black Laptop Backpack","['vintage', 'black', '15.6', 'woman', 'laptop', 'backpack', 'rucksack', 'fit', 'college', 'lulusnie', 'computer', 'daypack', 'lunlopik', 'bag', 'inch', 'canvas', 'men', 'travel']",0.11666666666666668,Positive,High Review
346,"PEHDPVS 5D10S39587 Replacement for Lenovo Yoga C740-14 C740-14IML 81TC M140NWFA R3 B140HTN02.2 5D10U55853 30 pins FHD 1920x1080 14.0"" LCD LED Display Digitizer Assembly Panel",PEHDPVS,"Compatible Model: 5D10S39587 Replacement for Lenovo Yoga C740-14 C740-14IML 81TC M140NWFA R3 B140HTN02.2 5D10U55853 LCD Screen Replacement. Replacement  Display technology: LED LCD  Warranty:3 months  Screen size: 14.0 inches  Max. Resolution: 1920x1080 Attention.  Before purchasing the item, please double check your model number and size resolution to ensure that 100% this is the correct item for your needs.  Please be assured that the products are rigorously tested and securely packaged before leaving the factory to ensure that the goods are delivered to the user in good condition.  If you have any questions, please contact PEHDPVS staff for prompt feedback and handling.  Sincerely",$,139.89,4.04,370.2,"PEHDPVS 5D10S39587 Replacement for Lenovo Yoga C740-14 C740-14IML 81TC M140NWFA R3 B140HTN02.2 5D10U55853 30 pins FHD 1920x1080 14.0"" LCD LED Display Digitizer Assembly Panel Compatible Model: 5D10S39587 Replacement for Lenovo Yoga C740-14 C740-14IML 81TC M140NWFA R3 B140HTN02.2 5D10U55853 LCD Screen Replacement. Replacement  Display technology: LED LCD  Warranty:3 months  Screen size: 14.0 inches  Max. Resolution: 1920x1080 Attention.  Before purchasing the item, please double check your model number and size resolution to ensure that 100% this is the correct item for your needs.  Please be assured that the products are rigorously tested and securely packaged before leaving the factory to ensure that the goods are delivered to the user in good condition.  If you have any questions, please contact PEHDPVS staff for prompt feedback and handling.  Sincerely","['delivered', 'technology', 'size', 'led', 'attention', 'please', 'need', 'sincerely', 'panel', 'assembly', '5d10u55853', 'resolution', 'question', ""''"", 'item', 'm140nwfa', 'c740-14', 'display', 'tested', 'max', 'product', 'model', 'month', 'packaged', '1920x1080', 'handling', 'number', 'prompt', 'feedback', '100', 'good', 'lcd', 'r3', 'pin', 'inch', '30', 'b140htn02.2', 'check', 'screen', 'lenovo', 'compatible', 'rigorously', 'warranty:3', '5d10s39587', 'digitizer', 'fhd', 'ensure', 'leaving', 'contact', 'replacement', 'pehdpvs', 'c740-14iml', 'yoga', 'purchasing', 'user', 'double', '14.0', 'condition', 'correct', 'assured', 'factory', 'staff', '81tc', 'securely']",0.4,Positive,High Review
347,"ZOEAGG Removable & Reusable Privacy Screen for Surface Laptop Studio 14.4 inch,Easy Installation/Anti-Spy/Anti-Glare/Anti Blue Light,Microsoft Surface Laptop Studio 2 Privacy Screen Protector",ZOEGAA,,$,35.99,4.4399999999999995,108.2,"ZOEAGG Removable & Reusable Privacy Screen for Surface Laptop Studio 14.4 inch,Easy Installation/Anti-Spy/Anti-Glare/Anti Blue Light,Microsoft Surface Laptop Studio 2 Privacy Screen Protector ","['studio', 'light', 'screen', 'zoeagg', 'protector', 'surface', 'laptop', '14.4', 'installation/anti-spy/anti-glare/anti', 'privacy', 'easy', '2', 'removable', 'microsoft', 'reusable', 'inch', 'blue']",0.2777777777777778,Positive,High Review
